,fighter_1,fighter_2,winner,A_Sig._str._%,A_Td_%,A_Ctrl_%,B_Sig._str._%,B_Td_%,B_Ctrl_%
2591,Petr Yan,Jose Aldo,Petr Yan,0.62,0.5,1.0,0.52,0.0,0.0
2592,Kamaru Usman,Jorge Masvidal,Kamaru Usman,0.62,0.3125,1.0,0.52,0.0,0.0
2593,Makwan Amirkhani,Danny Henry,Makwan Amirkhani,0.33,1.0,1.0,0.37,0.0,0.0
2594,Volkan Oezdemir,Jiri Prochazka,Jiri Prochazka,0.44,0.0,0.8947368421052632,0.45,0.0,0.10526315789473684
2595,Dustin Poirier,Dan Hooker,Dustin Poirier,0.66,0.14285714285714285,0.3182674199623352,0.61,0.4444444444444444,0.6817325800376648
2596,Sean Woodson,Julian Erosa,Julian Erosa,0.48,0.0,0.0641025641025641,0.5,0.5,0.9358974358974359
2597,Philipe Lins,Tanner Boser,Tanner Boser,0.35,0.0,0.0,0.68,0.0,1.0
2598,Luis Pena,Khama Worthy,Khama Worthy,0.49,0.42857142857142855,0.8461538461538461,0.54,0.0,0.15384615384615385
2599,Mike Perry,Mickey Gall,Mike Perry,0.58,1.0,0.8708860759493671,0.51,0.0,0.1291139240506329
2600,Brendan Allen,Kyle Daukaus,Brendan Allen,0.62,0.0,0.4207240948813982,0.58,0.6,0.5792759051186017
2601,Jordan Griffin,Youssef Zalal,Youssef Zalal,0.4,0.25,0.559463986599665,0.52,0.0,0.440536013400335
2602,Gian Villante,Maurice Greene,Maurice Greene,0.68,0.0,1.0,0.45,0.0,0.0
2603,Takashi Sato,Jason Witt,Takashi Sato,0.85,0.0,1.0,0.4,0.0,0.0
2604,Kay Hansen,Jinh Yu Frey,Kay Hansen,0.56,0.18181818181818182,0.9748201438848921,0.56,0.0,0.025179856115107913
2605,Cortney Casey,Gillian Robertson,Gillian Robertson,0.4,0.0,0.0,0.42,0.75,1.0
2606,Frank Camacho,Justin Jaynes,Justin Jaynes,0.26,0.0,0.0,0.53,0.0,1.0
2607,Josh Emmett,Shane Burgos,Josh Emmett,0.47,1.0,1.0,0.51,0.0,0.0
2608,Roxanne Modafferi,Lauren Murphy,Lauren Murphy,0.25,0.0,0.8239202657807309,0.45,0.6666666666666666,0.1760797342192691
2609,Jim Miller,Roosevelt Roberts,Jim Miller,0.66,0.0,0.8059701492537313,0.5,0.0,0.19402985074626866
2610,Clay Guida,King Green,King Green,0.35,0.25,0.793002915451895,0.56,0.6666666666666666,0.20699708454810495
2611,Curtis Blaydes,Alexander Volkov,Curtis Blaydes,0.69,0.56,0.962843295638126,0.4,0.5,0.03715670436187399
2612,Raquel Pennington,Marion Reneau,Raquel Pennington,0.69,0.5,0.5906642728904847,0.39,0.5,0.40933572710951527
2614,Belal Muhammad,Lyman Good,Belal Muhammad,0.47,0.25,0.9369369369369369,0.47,0.0,0.06306306306306306
2615,Tecia Pennington,Brianna Fortino,Tecia Pennington,0.46,0.0,0.3200992555831266,0.5,0.2857142857142857,0.6799007444168734
2616,Austin Hubbard,Max Rohskopf,Austin Hubbard,0.57,0.0,0.0,0.31,0.3333333333333333,1.0
2617,Karl Roberson,Marvin Vettori,Marvin Vettori,0.25,0.0,0.13194444444444445,0.7,0.6666666666666666,0.8680555555555556
2618,Mariya Agapova,Hannah Cifers,Mariya Agapova,0.55,0.0,0.4444444444444444,0.34,0.0,0.5555555555555556
2619,Andre Fili,Charles Jourdain,Andre Fili,0.25,0.8333333333333334,0.8833333333333333,0.44,0.0,0.11666666666666667
2620,Charles Rosa,Kevin Aguilar,Charles Rosa,0.39,0.0,0.0,0.39,0.0,1.0
2621,Anthony Ivy,Christian Aguilera,Christian Aguilera,0.36,0.0,0.0,0.43,0.0,0.0
2622,Julia Avila,Gina Mazany,Julia Avila,0.55,0.0,1.0,0.5,0.0,0.0
2623,Tyson Nam,Zarrukh Adashev,Tyson Nam,0.66,0.0,1.0,0.33,0.0,0.0
2624,Jessica Eye,Cynthia Calvillo,Cynthia Calvillo,0.25,0.0,0.0,0.47,0.5714285714285714,1.0
2625,Jordan Espinosa,Mark De La Rosa,Jordan Espinosa,0.68,0.6666666666666666,0.38274932614555257,0.31,0.0,0.6172506738544474
2626,Merab Dvalishvili,Gustavo Lopez,Merab Dvalishvili,0.57,0.7222222222222222,0.9964093357271095,0.24,0.0,0.003590664272890485
2627,Amanda Nunes,Felicia Spencer,Amanda Nunes,0.57,0.8571428571428571,0.9816326530612245,0.32,0.0,0.018367346938775512
2628,Neil Magny,Anthony Rocco Martin,Neil Magny,0.58,0.0,0.31880733944954126,0.45,0.5,0.6811926605504587
2629,Ian Heinisch,Gerald Meerschaert,Ian Heinisch,0.8,0.0,1.0,0.3,0.0,0.0
2630,Jussier Formiga,Alex Perez,Alex Perez,0.43,0.0,0.0,0.47,0.0,1.0
2631,Alex Caceres,Chase Hooper,Alex Caceres,0.62,1.0,0.4617737003058104,0.28,0.0,0.5382262996941896
2632,Charles Byrd,Maki Pitolo,Maki Pitolo,0.44,0.5,0.6083916083916084,0.49,1.0,0.3916083916083916
2633,Cody Stamann,Brian Kelleher,Cody Stamann,0.49,0.5,0.7105263157894737,0.32,0.3333333333333333,0.2894736842105263
2634,Evan Dunham,Herbert Burns,Herbert Burns,0.5,0.0,0.11627906976744186,0.5,1.0,0.8837209302325582
2635,Eddie Wineland,Sean O'Malley,Sean O'Malley,0.57,0.0,0.0,0.65,0.0,0.0
2636,Aljamain Sterling,Cory Sandhagen,Aljamain Sterling,0.66,0.0,1.0,0.5,0.0,0.0
2637,Alonzo Menifield,Devin Clark,Devin Clark,0.45,0.0,0.7676470588235295,0.63,0.1,0.2323529411764706
2638,Raphael Assuncao,Cody Garbrandt,Cody Garbrandt,0.32,0.0,0.0,0.44,0.0,1.0
2639,Louis Smolka,Casey Kenney,Casey Kenney,0.41,0.0,0.0,0.61,0.0,1.0
2640,Katlyn Cerminara,Antonina Shevchenko,Katlyn Cerminara,0.67,1.0,1.0,0.39,0.0,0.0
2641,Tyron Woodley,Gilbert Burns,Gilbert Burns,0.43,0.0,0.2589147286821705,0.6,0.25,0.7410852713178294
2642,Mackenzie Dern,Hannah Cifers,Mackenzie Dern,0.23,0.0,0.0,0.26,0.0,1.0
2643,Chris Gutierrez,Vince Morales,Chris Gutierrez,0.63,0.0,1.0,0.29,0.0,0.0
2644,Daniel Rodriguez,Gabe Green,Daniel Rodriguez,0.5,1.0,0.7105263157894737,0.46,0.0,0.2894736842105263
2645,Roosevelt Roberts,Brok Weaver,Roosevelt Roberts,0.65,0.3333333333333333,0.5679012345679012,0.29,0.0,0.43209876543209874
2647,Tim Elliott,Brandon Royval,Brandon Royval,0.53,0.4,0.6602739726027397,0.48,1.0,0.33972602739726027
2648,Blagoy Ivanov,Augusto Sakai,Augusto Sakai,0.52,0.3333333333333333,0.39080459770114945,0.48,0.0,0.6091954022988506
2649,Billy Quarantillo,Spike Carlyle,Billy Quarantillo,0.74,0.6666666666666666,0.34424242424242424,0.56,0.5,0.6557575757575758
2650,Cortney Casey,Mara Romero Borella,Cortney Casey,0.5,0.0,0.0,0.71,0.5,1.0
2651,Alistair Overeem,Walt Harris,Alistair Overeem,0.8,1.0,0.8478964401294499,0.52,0.0,0.15210355987055016
2652,Darren Elkins,Nate Landwehr,Nate Landwehr,0.47,0.07692307692307693,0.7433628318584071,0.5,0.0,0.25663716814159293
2653,Claudia Gadelha,Angela Hill,Claudia Gadelha,0.4,0.25,0.8186274509803921,0.51,0.0,0.18137254901960784
2654,Eryk Anders,Krzysztof Jotko,Krzysztof Jotko,0.42,0.0,0.8841309823677582,0.56,0.0,0.11586901763224182
2655,Song Yadong,Marlon Vera,Song Yadong,0.5,0.0,0.23529411764705882,0.56,0.6666666666666666,0.7647058823529411
2656,Anthony Hernandez,Kevin Holland,Kevin Holland,0.0,0.0,0.0,0.77,0.0,1.0
2657,Rodrigo Nascimento,Don'Tale Mayes,Rodrigo Nascimento,0.61,1.0,0.6059322033898306,0.56,0.0,0.3940677966101695
2658,Dan Ige,Edson Barboza,Dan Ige,0.48,0.25,0.5228215767634855,0.55,0.0,0.47717842323651455
2659,Matt Brown,Miguel Baeza,Miguel Baeza,0.54,0.0,0.14925373134328357,0.5,0.0,0.8507462686567164
2660,Giga Chikadze,Irwin Rivera,Giga Chikadze,0.45,1.0,0.6666666666666666,0.36,0.0,0.3333333333333333
2661,Ben Rothwell,Ovince Saint Preux,Ben Rothwell,0.5,0.3333333333333333,0.9407008086253369,0.51,0.0,0.05929919137466307
2662,Michael Johnson,Thiago Moises,Thiago Moises,0.45,0.0,1.0,0.06,0.0,0.0
2663,Anthony Smith,Glover Teixeira,Glover Teixeira,0.4,0.3333333333333333,0.01443298969072165,0.61,0.5,0.9855670103092784
2664,Andrei Arlovski,Philipe Lins,Andrei Arlovski,0.46,0.0,0.0,0.41,0.0,1.0
2665,Gabriel Benitez,Omar Morales,Omar Morales,0.27,0.0,0.0,0.29,0.0,0.0
2666,Alexander Hernandez,Drew Dober,Drew Dober,0.31,0.6,0.8589743589743589,0.42,0.0,0.14102564102564102
2667,Sijara Eubanks,Sarah Moras,Sijara Eubanks,0.49,1.0,1.0,0.31,0.0,0.0
2668,Chase Sherman,Ike Villanueva,Chase Sherman,0.58,0.0,0.0,0.29,0.0,0.0
2669,Hunter Azure,Brian Kelleher,Brian Kelleher,0.46,0.0,0.42,0.29,0.0,0.58
2670,Ricky Simon,Ray Borg,Ricky Simon,0.46,0.6363636363636364,0.9150141643059491,0.51,0.0,0.08498583569405099
2671,Vicente Luque,Niko Price,Vicente Luque,0.54,0.0,0.1865671641791045,0.44,0.25,0.8134328358208955
2672,Anthony Pettis,Donald Cerrone,Anthony Pettis,0.55,0.0,0.0,0.41,0.25,1.0
2673,Henry Cejudo,Dominick Cruz,Henry Cejudo,0.63,0.2,1.0,0.4,0.0,0.0
2674,Tony Ferguson,Justin Gaethje,Justin Gaethje,0.45,0.0,0.0,0.72,0.0,0.0
2675,Aleksei Oleinik,Fabricio Werdum,Aleksei Oleinik,0.51,0.0,0.49786324786324787,0.63,0.42857142857142855,0.5021367521367521
2676,Carla Esparza,Michelle Waterson-Gomez,Carla Esparza,0.43,0.1,1.0,0.44,0.0,0.0
2677,Francis Ngannou,Jairzinho Rozenstruik,Francis Ngannou,0.46,0.0,1.0,1.0,0.0,0.0
2678,Bryce Mitchell,Charles Rosa,Bryce Mitchell,0.81,1.0,1.0,0.5,0.0,0.0
2679,Jeremy Stephens,Calvin Kattar,Calvin Kattar,0.54,0.0,0.5,0.46,0.0,0.5
2680,Ryan Spann,Sam Alvey,Ryan Spann,0.44,0.2857142857142857,0.861904761904762,0.52,0.0,0.1380952380952381
2681,Greg Hardy,Yorgan De Castro,Greg Hardy,0.44,0.0,1.0,0.34,0.0,0.0
2682,Mayra Bueno Silva,Maryna Moroz,Maryna Moroz,0.6,0.0,0.14331210191082802,0.56,0.25,0.856687898089172
2683,Bruno Silva,David Dvorak,David Dvorak,0.46,0.2727272727272727,0.5548780487804879,0.5,0.0,0.4451219512195122
2684,Jussier Formiga,Brandon Moreno,Brandon Moreno,0.46,0.1111111111111111,0.5292887029288703,0.4,0.0,0.4707112970711297
2685,Francisco Trinaldo,John Makdessi,Francisco Trinaldo,0.43,0.0,0.0,0.54,0.0,0.0
2686,Renato Moicano,Damir Hadzovic,Renato Moicano,0.5,1.0,1.0,0.2,0.0,0.0
2688,Amanda Ribas,Randa Markos,Amanda Ribas,0.53,0.3333333333333333,0.8811881188118812,0.46,1.0,0.1188118811881188
2689,Veronica Hardy,Bea Malecki,Bea Malecki,0.36,0.0,0.05555555555555555,0.52,0.0,0.9444444444444444
2690,Kevin Lee,Charles Oliveira,Charles Oliveira,0.51,0.6666666666666666,0.972568578553616,0.66,0.0,0.02743142144638404
2691,Demian Maia,Gilbert Burns,Gilbert Burns,0.57,1.0,0.9540229885057471,0.81,0.0,0.04597701149425287
2692,Elizeu Zaleski dos Santos,Aleksei Kunchenko,Elizeu Zaleski dos Santos,0.39,0.5,0.8620689655172413,0.5,0.0,0.13793103448275862
2693,Johnny Walker,Nikita Krylov,Nikita Krylov,0.74,0.0,0.17575757575757575,0.77,0.375,0.8242424242424242
2694,Mark Madsen,Austin Hubbard,Mark Madsen,0.25,0.6666666666666666,1.0,0.54,0.0,0.0
2695,Gerald Meerschaert,Deron Winn,Gerald Meerschaert,0.45,1.0,0.65625,0.47,0.5,0.34375
2696,Batgerel Danaa,Guido Cannetti,Batgerel Danaa,0.51,0.0,1.0,0.47,0.0,0.0
2697,Alex Oliveira,Max Griffin,Alex Oliveira,0.51,0.2,0.3867403314917127,0.46,0.6666666666666666,0.6132596685082873
2698,Israel Adesanya,Yoel Romero,Israel Adesanya,0.36,0.0,0.0,0.44,0.0,0.0
2699,Giga Chikadze,Jamall Emmers,Giga Chikadze,0.31,0.0,0.13986013986013987,0.42,0.3333333333333333,0.8601398601398601
2700,Rodolfo Vieira,Saparbeg Safarov,Rodolfo Vieira,0.5,1.0,1.0,0.5,0.0,0.0
2701,Beneil Dariush,Drakkar Klose,Beneil Dariush,0.6,0.3333333333333333,1.0,0.6,0.0,0.0
2702,Sean O'Malley,Jose Quinonez,Sean O'Malley,0.81,0.0,1.0,0.0,0.0,0.0
2703,Zhang Weili,Joanna Jedrzejczyk,Zhang Weili,0.4,0.125,0.5522388059701493,0.51,0.0,0.44776119402985076
2704,Neil Magny,Li Jingliang,Neil Magny,0.53,0.5714285714285714,0.5828571428571429,0.25,0.6666666666666666,0.41714285714285715
2705,Joseph Benavidez,Deiveson Figueiredo,Deiveson Figueiredo,0.48,0.0,0.2702702702702703,0.51,1.0,0.7297297297297297
2706,Ion Cutelaba,Magomed Ankalaev,Magomed Ankalaev,0.45,0.0,0.0,0.66,0.0,0.0
2707,Megan Anderson,Norma Dumont,Megan Anderson,0.5,0.0,0.0915032679738562,0.31,0.3333333333333333,0.9084967320261438
2708,Aalon Cruz,Spike Carlyle,Spike Carlyle,0.16,0.0,0.4166666666666667,0.68,0.0,0.5833333333333334
2709,Marcin Tybura,Serghei Spivac,Marcin Tybura,0.4,0.25,1.0,0.31,0.0,0.0
2710,Gabriel Silva,Kyler Phillips,Kyler Phillips,0.31,0.3333333333333333,0.29740518962075846,0.52,0.5,0.7025948103792415
2711,Felicia Spencer,Zarah Fairn,Felicia Spencer,0.62,0.5,1.0,0.46,0.0,0.0
2712,Grant Dawson,Darrick Minner,Grant Dawson,0.68,0.6666666666666666,0.9237536656891495,0.57,1.0,0.07624633431085044
2713,Luis Pena,Steve Garcia,Luis Pena,0.64,0.0,0.9836448598130841,0.53,1.0,0.016355140186915886
2714,Sean Brady,Ismail Naurdiev,Sean Brady,0.51,0.4444444444444444,0.9637096774193549,0.42,0.0,0.036290322580645164
2715,Brendan Allen,Tom Breese,Brendan Allen,0.68,0.0,0.9548872180451128,0.8,0.0,0.045112781954887216
2716,Jordan Griffin,TJ Brown,Jordan Griffin,0.65,0.0,0.010940919037199124,0.68,1.0,0.9890590809628009
2717,Jake Matthews,Emil Meek,Jake Matthews,0.45,0.5714285714285714,0.9921722113502935,0.42,0.0,0.007827788649706457
2718,Paul Felder,Dan Hooker,Dan Hooker,0.47,0.0,0.00974025974025974,0.55,0.2,0.9902597402597403
2719,Jalin Turner,Josh Culibao,Jalin Turner,0.6,0.0,0.9630996309963099,0.42,0.0,0.03690036900369004
2720,Karolina Kowalkiewicz,Yan Xiaonan,Yan Xiaonan,0.44,0.0,0.25304136253041365,0.52,0.8333333333333334,0.7469586374695864
2721,Kevin Aguilar,Zubaira Tukhugov,Zubaira Tukhugov,0.32,0.0,0.0,0.77,0.0,1.0
2722,Kai Kara-France,Tyson Nam,Kai Kara-France,0.3,0.0,0.24285714285714285,0.32,0.0,0.7571428571428571
2723,Ben Sosoli,Marcos Rogerio de Lima,Marcos Rogerio de Lima,0.29,0.0,0.0,0.55,0.0,1.0
2724,Loma Lookboonmee,Angela Hill,Angela Hill,0.4,1.0,0.3310104529616725,0.38,0.25,0.6689895470383276
2725,Callan Potter,Song Kenan,Song Kenan,0.46,1.0,0.3,0.48,0.0,0.7
2726,Priscila Cachoeira,Shana Dobson,Priscila Cachoeira,0.44,0.0,1.0,0.45,0.0,0.0
2727,Jimmy Crute,Michal Oleksiejczuk,Jimmy Crute,0.25,0.8,1.0,0.5,0.0,0.0
2728,Brad Riddell,Magomed Mustafaev,Brad Riddell,0.52,1.0,0.22385321100917432,0.6,0.7272727272727273,0.7761467889908257
2729,Diego Sanchez,Michel Pereira,Diego Sanchez,0.39,0.0,0.1694915254237288,0.58,1.0,0.8305084745762712
2730,Macy Chiasson,Shanna Young,Macy Chiasson,0.51,0.375,0.9588785046728971,0.56,0.0,0.041121495327102804
2731,Corey Anderson,Jan Blachowicz,Jan Blachowicz,0.4,0.0,0.6,0.41,0.0,0.4
2732,Lando Vannata,Yancy Medeiros,Lando Vannata,0.52,0.0,1.0,0.35,0.0,0.0
2733,Casey Kenney,Merab Dvalishvili,Merab Dvalishvili,0.38,0.0,0.014492753623188406,0.34,0.5,0.9855072463768116
2734,Rogerio Bontorin,Ray Borg,Ray Borg,0.45,0.0,0.13104325699745548,0.77,0.5263157894736842,0.8689567430025446
2735,Tim Means,Daniel Rodriguez,Daniel Rodriguez,0.43,0.3333333333333333,0.7333333333333333,0.4,0.0,0.26666666666666666
2736,Brok Weaver,Kazula Vargas,Brok Weaver,0.55,0.0,0.0,0.51,0.5,1.0
2737,John Dodson,Nathaniel Wood,John Dodson,0.54,0.0,0.7125748502994012,0.46,1.0,0.2874251497005988
2738,Montana De La Rosa,Mara Romero Borella,Montana De La Rosa,0.4,0.3333333333333333,0.8252427184466019,0.43,0.5,0.17475728155339806
2739,Jim Miller,Scott Holtzman,Scott Holtzman,0.47,0.0,0.08333333333333333,0.44,1.0,0.9166666666666666
2740,Devin Clark,Dequan Townsend,Devin Clark,0.72,0.75,1.0,0.16,0.0,0.0
2741,Mark De La Rosa,Raulian Paiva,Raulian Paiva,0.36,0.0,0.0,0.42,0.0,1.0
2742,Jon Jones,Dominick Reyes,Jon Jones,0.62,0.2222222222222222,1.0,0.44,0.0,0.0
2743,Alex Morono,Khaos Williams,Khaos Williams,0.25,0.0,0.0,0.58,0.0,1.0
2744,Juan Adams,Justin Tafa,Justin Tafa,0.63,0.0,0.0,0.66,0.0,1.0
2745,Miles Johns,Mario Bautista,Mario Bautista,0.29,0.0,0.0,0.26,0.0,1.0
2746,Lauren Murphy,Andrea Lee,Lauren Murphy,0.4,0.5,0.8031914893617021,0.38,0.0,0.19680851063829788
2747,Valentina Shevchenko,Katlyn Cerminara,Valentina Shevchenko,0.61,1.0,1.0,0.3,0.0,0.0
2748,Mirsad Bektic,Dan Ige,Dan Ige,0.28,0.3,0.8791946308724832,0.48,0.5,0.12080536912751678
2749,Trevin Giles,James Krause,Trevin Giles,0.47,0.0,0.48558758314855877,0.55,0.25,0.5144124168514412
2750,Andre Ewell,Jonathan Martinez,Andre Ewell,0.45,0.0,0.021739130434782608,0.46,0.0,0.9782608695652174
2751,Austin Lingo,Youssef Zalal,Youssef Zalal,0.19,1.0,0.17598343685300208,0.56,0.5,0.8240165631469979
2752,Derrick Lewis,Ilir Latifi,Derrick Lewis,0.4,0.0,0.07205623901581722,0.41,0.42857142857142855,0.9279437609841827
2754,Montel Jackson,Felipe Colares,Montel Jackson,0.72,0.7333333333333333,0.885952712100139,0.25,0.125,0.11404728789986092
2755,Hannah Cifers,Angela Hill,Angela Hill,0.42,0.0,0.0,0.45,1.0,1.0
2756,Arnold Allen,Nik Lentz,Arnold Allen,0.48,0.0,0.5126582278481012,0.28,0.0,0.4873417721518987
2757,Justine Kish,Lucie Pudilova,Justine Kish,0.48,1.0,0.7954545454545454,0.2,0.0,0.20454545454545456
2758,Bevon Lewis,Dequan Townsend,Bevon Lewis,0.43,0.0,0.9920948616600791,0.43,0.0,0.007905138339920948
2759,Rafael Dos Anjos,Michael Chiesa,Michael Chiesa,0.38,0.0,0.06269113149847094,0.17,0.75,0.9373088685015291
2760,Jamahal Hill,Darko Stosic,Jamahal Hill,0.43,0.0,0.014184397163120567,0.43,0.6666666666666666,0.9858156028368794
2761,Sara McMann,Lina Lansberg,Sara McMann,0.76,0.6,1.0,0.2,0.0,0.0
2762,Herbert Burns,Nate Landwehr,Herbert Burns,0.41,1.0,0.7421875,0.44,0.0,0.2578125
2763,Curtis Blaydes,Junior Dos Santos,Curtis Blaydes,0.46,0.0,1.0,0.23,0.0,0.0
2764,Brett Johns,Tony Gravely,Brett Johns,0.76,0.6666666666666666,0.6391304347826087,0.59,0.7142857142857143,0.36086956521739133
2765,Jordan Espinosa,Alex Perez,Alex Perez,0.15,0.0,0.0,0.22,1.0,1.0
2766,Anthony Pettis,Diego Ferreira,Diego Ferreira,0.48,0.0,0.0,0.47,0.42857142857142855,1.0
2767,Sabina Mazo,JJ Aldrich,Sabina Mazo,0.36,0.0,0.9758064516129032,0.4,0.0,0.024193548387096774
2768,Conor McGregor,Donald Cerrone,Conor McGregor,0.73,0.0,1.0,0.0,0.0,0.0
2769,Roxanne Modafferi,Maycee Barber,Roxanne Modafferi,0.44,1.0,0.8224543080939948,0.51,0.0,0.17754569190600522
2770,Holly Holm,Raquel Pennington,Holly Holm,0.48,0.0,0.8770161290322581,0.48,0.5,0.12298387096774194
2771,Tim Elliott,Askar Askarov,Askar Askarov,0.42,0.2727272727272727,0.33242506811989103,0.48,0.0,0.667574931880109
2772,Brian Kelleher,Ode Osbourne,Brian Kelleher,0.58,0.5,0.9672131147540983,0.64,0.0,0.03278688524590164
2773,Aleksa Camur,Justin Ledet,Aleksa Camur,0.48,0.5,0.0,0.33,0.0,1.0
2774,Andre Fili,Sodiq Yusuff,Sodiq Yusuff,0.33,0.42857142857142855,0.3253968253968254,0.47,0.0,0.6746031746031746
2775,Aleksei Oleinik,Maurice Greene,Aleksei Oleinik,0.31,1.0,0.891566265060241,0.44,0.0,0.10843373493975904
2776,Drew Dober,Nasrat Haqparast,Drew Dober,0.5,0.0,1.0,0.63,0.0,0.0
2777,Alexandre Pantoja,Matt Schnell,Alexandre Pantoja,0.54,1.0,1.0,0.38,0.0,0.0
2778,Alatengheili,Ryan Benoit,Alatengheili,0.35,0.3076923076923077,1.0,0.53,0.0,0.0
2779,Frankie Edgar,Chan Sung Jung,Chan Sung Jung,0.64,0.0,1.0,0.76,0.0,0.0
2780,Raoni Barcelos,Said Nurmagomedov,Raoni Barcelos,0.42,0.4,0.9190751445086706,0.31,0.0,0.08092485549132948
2781,Volkan Oezdemir,Aleksandar Rakic,Volkan Oezdemir,0.43,0.0,0.16842105263157894,0.51,0.1111111111111111,0.8315789473684211
2782,Da Woon Jung,Mike Rodriguez,Da Woon Jung,0.5,0.0,1.0,0.5,0.0,0.0
2783,Kyung Ho Kang,Pingyuan Liu,Kyung Ho Kang,0.5,0.42857142857142855,0.9776315789473684,0.47,0.0,0.02236842105263158
2784,Dooho Choi,Charles Jourdain,Charles Jourdain,0.44,0.0,0.7640449438202247,0.49,0.0,0.23595505617977527
2785,Dong Hyun Ma,Omar Morales,Omar Morales,0.26,0.0,0.0,0.35,1.0,1.0
2786,Miranda Granger,Amanda Lemos,Amanda Lemos,0.5,0.0,0.0410958904109589,0.66,1.0,0.958904109589041
2787,JunYong Park,Marc-Andre Barriault,JunYong Park,0.41,0.5,0.9674418604651163,0.31,0.0,0.03255813953488372
2788,SeungWoo Choi,Suman Mokhtarian,SeungWoo Choi,0.5,0.0,0.9337899543378996,0.41,0.0,0.06621004566210045
2789,Ciryl Gane,Tanner Boser,Ciryl Gane,0.4,0.0,0.0,0.3,0.0,0.0
2790,Amanda Nunes,Germaine de Randamie,Amanda Nunes,0.42,0.7272727272727273,0.9181141439205955,0.54,0.0,0.08188585607940446
2791,Petr Yan,Urijah Faber,Petr Yan,0.5,1.0,0.8431372549019608,0.23,0.0,0.1568627450980392
2792,Max Holloway,Alexander Volkanovski,Alexander Volkanovski,0.44,0.0,0.0425531914893617,0.51,0.0,0.9574468085106383
2793,Ketlen Vieira,Irene Aldana,Irene Aldana,0.26,0.0,0.0,0.36,0.0,1.0
2794,Geoff Neal,Mike Perry,Geoff Neal,0.65,0.0,1.0,0.5,0.0,0.0
2795,Brandon Moreno,Kai Kara-France,Brandon Moreno,0.32,0.0,0.0,0.35,0.0,0.0
2796,Jessica Eye,Viviane Araujo,Jessica Eye,0.5,0.0,0.11206896551724138,0.45,0.2857142857142857,0.8879310344827587
2797,Chase Hooper,Daniel Teymur,Chase Hooper,0.55,0.3333333333333333,0.8290598290598291,0.33,0.0,0.17094017094017094
2798,Kamaru Usman,Colby Covington,Kamaru Usman,0.48,0.0,1.0,0.36,0.0,0.0
2799,Matt Brown,Ben Saunders,Matt Brown,0.63,0.6666666666666666,0.978401727861771,0.52,0.0,0.02159827213822894
2800,Ian Heinisch,Omari Akhmedov,Omari Akhmedov,0.51,0.3,0.6172839506172839,0.33,0.5,0.38271604938271603
2801,Punahele Soriano,Oskar Piechota,Punahele Soriano,0.59,1.0,0.8043478260869565,0.47,0.0,0.1956521739130435
2802,Marlon Moraes,Jose Aldo,Marlon Moraes,0.43,0.5,1.0,0.39,0.0,0.0
2804,Aspen Ladd,Yana Santos,Aspen Ladd,0.55,0.6666666666666666,0.5156576200417536,0.58,0.0,0.48434237995824636
2806,Makhmud Muradov,Trevor Smith,Makhmud Muradov,0.49,1.0,0.5384615384615384,0.4,0.0,0.46153846153846156
2807,Billy Quarantillo,Jacob Kilburn,Billy Quarantillo,0.86,1.0,0.9716157205240175,0.5,0.0,0.028384279475982533
2808,Stefan Struve,Ben Rothwell,Ben Rothwell,0.68,0.0,0.010676156583629894,0.57,0.0,0.9893238434163701
2809,Bryce Mitchell,Matt Sayles,Bryce Mitchell,0.85,1.0,1.0,0.5,0.0,0.0
2810,Alistair Overeem,Jairzinho Rozenstruik,Jairzinho Rozenstruik,0.7,0.2,0.9881656804733728,0.42,0.0,0.011834319526627219
2811,Virna Jandiroba,Mallory Martin,Virna Jandiroba,0.35,0.75,0.8809523809523809,0.3,0.0,0.11904761904761904
2812,Joe Solecki,Matt Wiman,Joe Solecki,0.8,0.8,0.9920529801324504,0.45,0.0,0.007947019867549669
2813,Thiago Alves,Tim Means,Tim Means,0.5,0.0,0.0,0.56,0.0,1.0
2814,Rob Font,Ricky Simon,Rob Font,0.44,1.0,0.05263157894736842,0.38,0.375,0.9473684210526315
2815,Warlley Alves,Randy Brown,Randy Brown,0.27,1.0,0.7818181818181819,0.53,1.0,0.21818181818181817
2816,Antonio Arroyo,Andre Muniz,Andre Muniz,0.61,1.0,0.4855769230769231,0.52,0.42857142857142855,0.5144230769230769
2818,Francisco Trinaldo,King Green,Francisco Trinaldo,0.25,0.5,0.2229965156794425,0.43,1.0,0.7770034843205574
2819,Ricardo Ramos,Eduardo Garagorri,Ricardo Ramos,0.29,0.6666666666666666,0.9565217391304348,0.37,0.0,0.043478260869565216
2820,Jan Blachowicz,Jacare Souza,Jan Blachowicz,0.41,0.0,0.007858546168958742,0.41,0.0,0.9921414538310412
2821,Douglas Silva de Andrade,Renan Barao,Douglas Silva de Andrade,0.45,0.0,0.12280701754385964,0.36,0.2222222222222222,0.8771929824561403
2822,Ariane da Silva,Isabela de Padua,Ariane da Silva,0.49,0.0,0.654275092936803,0.35,0.6666666666666666,0.34572490706319703
2823,Vanessa Melo,Tracy Cortez,Tracy Cortez,0.32,0.0,0.003780718336483932,0.56,0.2222222222222222,0.996219281663516
2824,Charles Oliveira,Jared Gordon,Charles Oliveira,0.62,0.0,0.2857142857142857,0.38,0.0,0.7142857142857143
2825,Sergio Moraes,James Krause,James Krause,0.41,0.25,0.5111940298507462,0.58,0.0,0.48880597014925375
