,Striking,Grappling,Wrestling,origin_elo
Chris Wade,1523.374146383432,1542.6598340767403,1544.4074740730753,2661.890794062728
Aaron Simpson,1526.144976867145,1527.9426923074977,1556.1383397790298,2661.8215368282936
Sergio Moraes,1526.8914760444588,1532.218830405191,1550.7376222274247,2661.5558038217127
Josh Barnett,1538.2516341506148,1547.8297108031068,1523.4690375800508,2661.381748655565
Jon Madsen,1525.6576022308288,1539.7961449406591,1542.926594869581,2660.681447369203
Geoff Neal,1540.1399704279231,1527.099658244239,1541.0184495767178,2660.601878646113
Kai Kara-France,1538.1850546767387,1523.711899099424,1546.09536370589,2660.4740343707367
Stevie Ray,1535.8162853859717,1520.5882743752998,1550.8241711834498,2660.070670593406
Alan Jouban,1536.712410332974,1525.8935828091423,1544.2775067045798,2659.8175267945003
Guy Mezger,1544.1444911362391,1536.689910281982,1525.895055869905,2659.728146145215
Bo Nickal,1540.3005345360523,1516.1292601069765,1549.7910460263845,2659.516113203327
Jerry Bohlander,1537.557810586263,1550.9928534189132,1517.0022530056299,2659.1274297926234
Damir Ismagulov,1528.4362237604093,1525.7655596884886,1551.059505922146,2658.921477619442
Sergei Pavlovich,1525.0487132612673,1517.5884716541616,1562.1754091597952,2658.804309478423
Nate Maness,1533.277656743622,1541.4577863687934,1529.9198059579662,2658.5121952868026
Kennedy Nzechukwu,1542.5774945016433,1525.1835003247668,1536.6926374613324,2658.41198805485
Justin Willis,1537.0531595461746,1527.5166548238615,1539.535293651332,2658.196468742153
Shara Magomedov,1555.3595360673319,1526.3820306180085,1521.5965113831517,2657.8640547030463
Loopy Godinez,1535.1791475429507,1534.0332867813675,1534.2291200983461,2657.7983619834085
Muslim Salikhov,1534.0988315793356,1517.0065497631351,1551.6702850377887,2657.526814643003
Andre Muniz,1528.7969606051606,1526.7578885009962,1547.2032751566064,2657.4513676661945
MarQuel Mederos,1544.5012376651978,1523.8714841879516,1534.3863385497648,2657.4442250776724
Karine Silva,1520.5227276475916,1547.3306885560194,1534.8420106866545,2657.435158721426
Ricco Rodriguez,1519.3156086488875,1536.362273961037,1546.4864014042016,2657.131751581578
Mauricio Ruffy,1536.5084088040223,1520.3984359093033,1545.1320906275594,2657.0477360649766
Brett Johns,1531.044942806936,1534.3367264391204,1536.408150229676,2656.847344332524
Chris Padilla,1533.923832929153,1527.970106456457,1539.7519578206916,2656.7745600756707
Jeff Molina,1542.2094588751106,1524.302275430549,1534.5876378384487,2656.476361674088
HyunSung Park,1530.044792049624,1529.3453385523292,1541.5172815578828,2656.3527174627093
Luana Santos,1529.2608855839685,1532.7254140460236,1538.6301502143274,2656.1755947580314
Manuel Torres,1535.641711377362,1525.3939173879612,1539.2842159886186,2656.0154303990553
Mansur Abdul-Malik,1534.350247094947,1523.667903076812,1542.1465009679193,2655.9387022434103
Mark Bocek,1516.8028952004413,1536.290450066374,1546.958050036524,2655.9289483015896
Mick Parkin,1544.3165450881456,1517.8406748147859,1537.3195020980722,2655.5800038948655
Payton Talbott,1541.2383775272833,1509.2339739398553,1548.5730771694778,2655.4249188767067
William Gomis,1537.5650749315726,1526.8711530121652,1534.865872273643,2655.4199523654183
Chris Duncan,1528.5788461050354,1527.653043693265,1542.6564495426426,2655.196043982555
Nursulton Ruziboev,1525.5069385589659,1527.238881016166,1545.9877253751547,2655.128634603172
Norman Parke,1523.0663163394115,1538.1973251117727,1537.2137153557755,2654.959137468338
Zhang Mingyang,1533.6573842888104,1517.7918719945058,1546.9201629118515,2654.949929753744
Denise Gomes,1529.2311746008686,1527.6362130415393,1541.3926709793243,2654.828007784275
Brian Ortega,1537.0172217100094,1523.0865534084064,1537.8989386985127,2654.6841120285226
Ruslan Magomedov,1536.285961101791,1530.3715902324748,1531.0846652505088,2654.5116331699114
Jaqueline Amorim,1534.37862058156,1530.5862713665663,1532.5778094415066,2654.393871938772
Asu Almabayev,1525.3941466872961,1525.2379638950183,1546.3680108697627,2654.1349201379708
Edmen Shahbazyan,1522.7792526234086,1515.5199830061345,1558.26685036002,2654.0258190232735
Tabatha Ricci,1523.6048373104286,1530.3336967094317,1542.5674701828145,2653.8288045061045
Mateusz Rebecki,1525.485009090916,1535.4150502317318,1535.4845719339407,2653.7363772775884
Ricardo Ramos,1517.200677233757,1539.8703392383457,1538.9176609509025,2653.5572584459496
Jimmie Rivera,1532.6176509812644,1523.4965992831103,1539.7859004789289,2653.469308554413
Mairon Santos,1540.5602543250827,1525.8325043555094,1529.4641845666533,2653.441429620429
Renan Barao,1518.168379796571,1516.1340542498078,1560.801497347905,2653.2242675645734
Daniel Marcos,1535.664791987357,1530.8526489997428,1528.8395223941757,2653.135215463689
Matt Wiman,1526.7953075084615,1529.0927012633874,1539.155584565957,2652.9659465563054
Patrick Smith,1545.6765926677251,1529.0891741495236,1519.9362577750044,2652.8166275340755
Rafael Fiziev,1511.711252322664,1526.7703650152778,1555.9848868972344,2652.807498884991
Kevin Lee,1520.7064949582075,1526.5430759540181,1547.3759290371781,2652.7823642950625
Ignacio Bahamondes,1548.834866220275,1520.9316550504373,1524.6500567095284,2652.6741860956854
Dustin Jacoby,1534.8078874467385,1517.8421911927626,1541.647022339234,2652.5752977476423
Kelvin Gastelum,1534.3834354225135,1520.2732478856744,1538.2804263337987,2651.7673248566784
Roman Kopylov,1532.9830923600632,1522.307237709138,1537.6369952079056,2651.751122649983
Alan Belcher,1530.7476875844227,1517.7684612478674,1542.5490115709347,2650.71066661419
Gabriel Bonfim,1523.9743886898748,1536.7682723725745,1529.7755327435073,2650.352399386607
Omari Akhmedov,1528.8264335032602,1518.9760185873718,1542.5902305667435,2650.317533478168
Vinicius Oliveira,1526.8471271890946,1535.5902028206472,1527.5886644003265,2650.0616121910675
John Makdessi,1514.329265974713,1500.8349276036658,1573.468035787651,2649.811364106521
Tyson Griffin,1508.613625226934,1526.12578535339,1553.764125903508,2649.369347955386
Melquizael Costa,1527.8848787075879,1538.3324216210635,1522.1947827610693,2649.146239575846
Jared Gordon,1520.1753257220164,1530.1787612038825,1537.8537268436628,2649.0326814406103
Kayla Harrison,1527.747735393462,1521.0364960630363,1539.1177174528368,2648.857964016342
Nikita Krylov,1537.1460854809652,1488.4599181078231,1560.4335504615976,2648.2605387931885
Takeya Mizugaki,1513.0381584793367,1531.778319817926,1541.9557665022983,2648.25544008286
Jan Blachowicz,1511.433186108212,1520.1618180925623,1554.7663587668426,2648.1353174656338
Reinier de Ridder,1529.736229111644,1527.2037833101476,1529.6301521540195,2648.0582940698773
Ryan Spann,1526.125963537001,1505.7321030743647,1553.0212027174405,2647.293802905226
Mark Coleman,1537.4339345832414,1538.1209255714396,1509.133354460799,2647.074340934714
Cole Miller,1509.7242961319675,1512.0710922022884,1562.4434904336754,2647.046674881943
Rafael Natal,1513.5018711536345,1520.5003122415071,1550.370521833188,2646.933672852681
Urijah Faber,1515.050362284027,1511.4182476825758,1556.3242369006512,2646.111836270195
Mark Munoz,1519.725363761468,1520.372912351311,1541.5641936305074,2645.2824304703668
Chad Laprise,1518.3508099382975,1531.6302546462648,1531.0383547986096,2644.874073155941
Alexa Grasso,1520.222235441597,1525.1462111692697,1535.0604957276103,2644.533481754111
Alex Caceres,1542.7145255042474,1514.5085321012568,1522.9648910622866,2644.4519773324796
Nordine Taleb,1505.6149430991725,1530.5208925264592,1543.6994216332084,2644.310583818439
Drew Dober,1513.3243729406324,1502.0117723876458,1563.0002134935587,2643.701891195024
Manel Kape,1520.5106272507428,1513.5491403350811,1544.4453940941398,2643.5005472157773
Jairzinho Rozenstruik,1528.889866013662,1501.780931249077,1547.4456516792857,2643.3762942047706
Benoit Saint Denis,1519.1443987241294,1525.5917217507197,1532.99375388051,2642.971746932963
Antonio Carlos Junior,1513.014565407685,1534.2041881573048,1530.0701999606615,2642.7467496721815
Karl Williams,1524.6938116851775,1519.2735956233184,1532.8054929195646,2642.41861877971
Marvin Vettori,1526.702340954432,1514.0067767755877,1535.9265280335196,2642.3676613059074
Tim Means,1521.3414495962033,1488.7665043085149,1565.5545706656994,2642.3222029765284
Brian Ebersole,1529.345642469893,1515.3722438238149,1531.5075941609261,2642.114047967245
Mirsad Bektic,1513.821456931516,1520.8738607664166,1541.2908083795883,2642.023856785591
Brandon Royval,1518.7452031624666,1526.324756787067,1530.7278351950777,2641.85199448249
Nate Marquardt,1494.7251748065705,1537.8774352037997,1542.7000087733352,2641.8163582994935
Spencer Fisher,1547.5363000131272,1505.5303828465985,1522.1963622434523,2641.6987146076563
Mohammed Usman,1516.7540644010057,1514.1837224869519,1544.1044854091283,2641.505990752624
Travis Browne,1517.6756855289968,1526.2613523598563,1531.1585669641743,2641.450313623376
Claudio Silva,1519.7320640661096,1522.5782141876564,1532.5678080623509,2641.324298752152
Alatengheili,1512.9935011789066,1521.9112433930145,1539.5529168164617,2641.1335352559804
Vitor Petrino,1516.5773424347717,1528.9777270183913,1528.9618979586655,2641.1179850044955
Jiri Prochazka,1528.087946372314,1529.4866702167094,1516.9042596458075,2641.0946176065995
Johnny Case,1526.197266817063,1527.419037076514,1520.826107223795,2641.0602152312053
Cathal Pendred,1517.8599525624575,1520.9322969159894,1535.2885144448283,2640.8795334095153
Wilson Gouveia,1515.4907494434674,1529.1841750171066,1529.2298882879968,2640.768922871668
Zubaira Tukhugov,1522.6788685069916,1523.2831868117887,1527.8162630926965,2640.675129127349
Rinya Nakamura,1515.756783757688,1524.6338606757424,1533.0387735361526,2640.498990303102
Alistair Overeem,1525.1699032886022,1522.406569528996,1525.4462999537084,2640.2369989993076
Nicolae Negumereanu,1512.00197387746,1511.8478670334212,1548.4502955582464,2639.9871704001253
Mike Russow,1516.911161423435,1520.791927138354,1534.8087976019413,2639.974545804656
Tom Breese,1525.196434594797,1509.6782896164102,1537.5204972286697,2639.947344482103
Carlos Prates,1531.3027272440509,1524.115210692606,1516.9892221618086,2639.8999068306975
Joselyne Edwards,1523.6045702906874,1519.1629874593561,1529.5918675108392,2639.863320369523
Laverne Clark,1531.34762226148,1526.2373250665785,1514.2452598242717,2639.576598534801
Wang Cong,1518.2585910061102,1516.3240335240673,1537.0298275855591,2639.4712377092214
Oban Elliott,1522.0754276021764,1520.105831386868,1529.493032078682,2639.4666660338694
Claudio Puelles,1526.1843813992182,1524.9414992123122,1520.5412465026416,2639.456577472457
Hakeem Dawodu,1513.1231229333662,1511.1927848157013,1546.4350071851836,2639.073028448151
Marco Ruas,1537.3396110880492,1523.0106399823417,1510.5145634225566,2639.0583047048076
Julio Arce,1529.4931996707712,1513.4098904632115,1527.948913883077,2639.0124720863823
Quinton Jackson,1516.18780718848,1518.9039253882224,1535.6498380462215,2638.9609747622544
Ramazan Emeev,1520.2851573755718,1522.3375321537965,1528.1413431248225,2638.938136089574
Albert Tumenov,1524.406867923684,1505.61477482092,1540.2744189870514,2638.775745477028
Gerald Harris,1520.5994186046307,1524.4242216773987,1524.9435017247026,2638.4738927929307
Constantinos Philippou,1514.1793291100153,1521.7706948377363,1533.8483051572657,2638.4115887413773
Magnus Cedenblad,1517.4211475745842,1513.5836546649239,1538.3665975366796,2638.195255698861
Jordan Leavitt,1522.595746094788,1514.97947698627,1531.6957462434887,2638.096374429095
CB Dollaway,1544.7882893236701,1513.2769892572192,1510.9982162796819,2638.0852364257157
Rodolfo Vieira,1513.6420186919427,1530.8554020030178,1524.2641406611353,2637.804312889239
Makhmud Muradov,1521.7912603490945,1519.1865333095736,1527.7894121803536,2637.7863543195526
Tom Nolan,1527.0290877571433,1519.0827007225232,1522.6280654904276,2637.769192387759
Marco Tulio,1524.3216092048692,1512.4363734474473,1531.6251724444758,2637.592808012897
Michael McDonald,1510.979339131774,1519.9230336704243,1537.2190240003702,2637.473586467483
Christian Rodriguez,1526.2832946617264,1515.5858759741507,1526.2132784612093,2637.398000751328
Christian Leroy Duncan,1518.0291187181317,1510.901452367311,1538.748306968495,2637.2299778821352
Cesar Almeida,1532.8172223376953,1515.8249603620782,1518.847694281143,2637.072669832003
Alberto Mina,1523.6270139852738,1518.4834792396416,1525.1656794241376,2636.922771747914
Brunno Ferreira,1520.4905782241824,1515.0440904671354,1531.666970794163,2636.9023311358474
Jeremiah Wells,1523.5957565295282,1509.013567637881,1534.4256597093542,2636.840549180871
Viscardi Andrade,1524.3884132306287,1513.0702578514056,1529.627920556136,2636.835833898501
Jacobe Smith,1519.473082699006,1518.2832084146937,1529.323655825479,2636.8187640162614
Amanda Ribas,1528.9781986504106,1514.14107742882,1523.8564527999704,2636.766205609756
Navajo Stirling,1524.6156312688452,1519.8996261277719,1522.4049807468432,2636.7147403569156
Diego Brandao,1511.4473367998955,1522.9966862631322,1532.236637739739,2636.615457801907
Bryan Caraway,1513.7868464593407,1532.9041833259223,1519.9765817088119,2636.602863670339
Malcolm Wellmaker,1521.5877698587854,1511.72608423682,1532.7843466142892,2636.2801346540573
SuYoung You,1518.8433816103657,1517.4320368253354,1529.8431568928554,2636.267302254723
Lone'er Kavanagh,1523.8347006103763,1519.8379803902526,1522.3855602352075,2636.216507693119
Claude Patrick,1515.9595008125843,1523.6428566517923,1526.36269651533,2636.172195446178
ChangHo Lee,1525.4465723771089,1518.9938493582033,1521.5186249401247,2636.1616956485823
Hyder Amil,1523.4329128652294,1516.6996197323585,1525.8109240723634,2636.157156262858
Jeremy Kennedy,1514.0105245963996,1521.9393563093734,1529.9423327906065,2636.14317034125
Daniel Kelly,1515.68604471603,1516.6131534045348,1533.5251635363759,2636.1181821811097
Alex Oliveira,1512.1329625061514,1521.7350754098081,1531.7012588197083,2635.968983561833
Edimilson Souza,1527.5207600914828,1516.1274004684929,1521.6333841031426,2635.778845536741
Khaos Williams,1517.5314409760379,1506.4154400255397,1541.0682963476602,2635.731520148824
Paul Felder,1517.6482446427526,1517.5681949712866,1529.933562707062,2635.709795700802
Charlie Campbell,1523.263754537007,1516.1527836329064,1525.6609278874507,2635.6579816217404
Alex Hunter,1525.3158456954893,1525.8628921297723,1513.8236428326302,2635.62288962352
Don Madge,1525.4221805175607,1516.1906400178943,1523.3584244532558,2635.5962845332606
Luis Pena,1522.676084009807,1524.76709994773,1517.496060899935,2635.5742184095807
Dean Lister,1520.5302263676756,1516.8858438883221,1527.5010063541047,2635.5671414515937
Vinc Pichel,1509.5706742532557,1507.2993036031598,1547.7182264596956,2635.561898291054
Nurullo Aliev,1515.3153696894728,1524.37899186867,1524.9670982405173,2635.4196309475633
Chidi Njokuani,1532.90721088557,1509.2092828283603,1522.4359078759578,2635.3990722754615
Mark Madsen,1509.5482864488858,1522.6529355311573,1532.354521582862,2635.3971941659684
Dooho Choi,1522.8531213763856,1515.6213254142883,1525.9863214732711,2635.3033762092537
Sodiq Yusuff,1525.9717453786386,1501.7246888691525,1536.2414661047624,2635.1099884127784
Chris Holdsworth,1514.8884491898048,1519.8785920588298,1529.2988728614694,2635.085006337136
Danny Silva,1519.5404250069898,1517.2326875321432,1527.2967576233925,2635.0775163538096
Phillip Miller,1518.9925546767704,1521.2588862816328,1523.7779256313063,2635.0457580268967
Michael Graves,1519.813810334914,1519.0109211230344,1525.1216842362026,2634.999876338375
Quillan Salkilld,1523.5484243063613,1513.399800691461,1526.9600258718738,2634.992538613721
Rafael Estevam,1517.673945175374,1517.1744533427945,1528.9681618540242,2634.937601861468
Nora Cornolle,1533.9811463448618,1516.326431008357,1513.430387630941,2634.9223026345157
Arjan Bhullar,1517.3794765373693,1523.864365825161,1522.5058888313533,2634.886574935378
Sam Patterson,1511.7244274592679,1523.411526476471,1528.563061701613,2634.8811087366034
Brady Hiestand,1520.2866707833828,1517.5110711598504,1525.93387519525,2634.8786696777393
Ramazan Temirov,1520.0399762237523,1517.9696021150169,1525.1935481937433,2634.571806141436
Jhonata Diniz,1532.3076329779815,1516.1596653699273,1514.5843689225699,2634.515633577036
Vladimir Matyushenko,1502.127273083454,1522.309407579594,1538.3936079161258,2634.4766405917635
Adlan Amagov,1521.6944585171632,1517.720042628417,1523.5898233654264,2634.4551813877074
Trey Waters,1524.7436770176132,1520.0908009146053,1518.1025456254083,2634.4173288726947
Azamat Bekoev,1521.2970318335672,1514.2958786429128,1527.3151891265893,2634.4123356219925
Jose Delgado,1525.6187152559053,1513.6432581904667,1523.602475862702,2634.3866234589573
Kurt Pellegrino,1517.6234226081779,1512.8988274388491,1531.7705125029827,2634.0775648960025
Bogdan Guskov,1528.8796684102856,1515.7237261223997,1517.7121192416553,2634.07318260175
